Date,Away Team,Home Team,Trigger,Initial Call,Final Ruling,Ruling Description,Team Challenged,Challenge Outcome,Period,Game Clock - Review is Triggered,Video Link
03/19/2025,PHI,OKC,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,OKC,Successful,3,07:07.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401002_20250319_213024
03/19/2025,DAL,IND,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,IND,Unsuccessful,4,00:29.7,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400998_20250319_213012
03/19/2025,WAS,UTA,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,UTA,Successful,3,00:13.6,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400627_20250319_224133
03/19/2025,CHI,PHX,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Retains Possession,CHI,Successful,3,10:23.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401007_20250319_231910
03/19/2025,MEM,POR,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,POR,Successful,3,02:44.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401008_20250319_234313
03/19/2025,CHI,PHX,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,CHI,Successful,4,01:04.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/
03/20/2025,BKN,IND,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,BKN,Successful,1,10:26.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401011_20250320_191315
03/20/2025,NYK,CHA,Challenge Goaltending/BI,Goaltending,Overturned,Inadvertent Whistle - Home Team Gains Possession,CHA,Successful,2,11:07.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401010_20250320_194232
03/20/2025,NYK,CHA,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,NYK,Successful,2,07:57.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401010_20250320_194949
03/20/2025,BKN,IND,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,IND,Unsuccessful,2,06:33.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401011_20250320_195249
03/20/2025,BKN,IND,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,BKN,Successful,2,05:25.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401011_20250320_195812
03/20/2025,TOR,GSW,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,TOR,Unsuccessful,1,00:27.3,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401005_20250320_223848
03/21/2025,ORL,WAS,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,ORL,Successful,1,04:23.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401014_20250321_192405
03/21/2025,PHI,SAS,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,SAS,Successful,1,01:27.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401018_20250321_203126
03/21/2025,ORL,WAS,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,WAS,Successful,3,03:41.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401014_20250321_203540
03/21/2025,DET,DAL,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,DAL,Successful,2,09:21.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401019_20250321_211334
03/21/2025,NOP,MIN,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,MIN,Successful,3,11:23.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401016_20250321_211841
03/21/2025,CHA,OKC,Challenge OOB,Away Team Ball,Stands,Away Team Ball,OKC,Unsuccessful,3,03:38.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401017_20250321_213541
03/21/2025,CLE,PHX,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Retains Possession,CLE,Successful,2,09:52.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401021_20250321_223854
03/21/2025,DET,DAL,Challenge of Called Foul,Offensive Foul,Overturned,Inadvertent Whistle - Away Team Retains Possession,DET,Successful,4,04:23.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401019_20250321_224320
03/21/2025,DET,DAL,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,DAL,Successful,4,01:07.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401019_20250321_225314
03/21/2025,MEM,LAC,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,MEM,Successful,1,03:52.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401023_20250321_225622
03/21/2025,MEM,LAC,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,LAC,Successful,2,06:17.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401023_20250321_232122
03/21/2025,BOS,UTA,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,BOS,Successful,4,08:45.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401020_20250321_232211
03/21/2025,BOS,UTA,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,BOS,Successful,4,05:11.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401020_20250321_233132
03/21/2025,DEN,POR,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,POR,Unsuccessful,3,03:38.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401022_20250321_234856
03/22/2025,GSW,ATL,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,ATL,Unsuccessful,4,04:24.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401025_20250322_210827
03/22/2025,MIL,SAC,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,SAC,Successful,1,03:41.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401027_20250322_222548
03/22/2025,CHI,LAL,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,LAL,Successful,3,03:59.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401028_20250323_001246
03/23/2025,NOP,DET,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,NOP,Successful,2,06:56.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401029_20250323_155543
03/23/2025,NOP,DET,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,DET,Successful,3,04:20.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401029_20250323_164335
03/23/2025,NOP,DET,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,DET,Unsuccessful,4,11:06.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401029_20250323_170137
03/23/2025,CLE,UTA,Challenge OOB,Home Team Ball,Stands,Home Team Ball,CLE,Unsuccessful,3,01:22.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401030_20250323_171953
03/23/2025,PHI,ATL,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,ATL,Successful,3,08:22.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401031_20250323_192802
03/23/2025,CHA,MIA,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,CHA,Successful,4,10:49.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401032_20250323_195145
03/23/2025,CHA,MIA,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,CHA,Unsuccessful,4,01:53.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401032_20250323_201536
03/23/2025,DEN,HOU,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,HOU,Successful,3,01:50.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401035_20250323_204024
03/23/2025,DEN,HOU,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,DEN,Successful,3,00:19.8,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401035_20250323_205238
03/23/2025,DEN,HOU,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,DEN,Unsuccessful,4,07:36.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401035_20250323_211048
03/23/2025,OKC,LAC,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,LAC,Successful,1,04:55.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401036_20250323_212513
03/23/2025,OKC,LAC,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,OKC,Successful,2,07:29.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401036_20250323_214904
03/23/2025,OKC,LAC,Challenge of Called Foul,Defensive Foul,Overturned,Defensive Foul,LAC,Successful,4,02:32.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401036_20250323_232047
03/23/2025,OKC,LAC,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,OKC,Successful,4,01:01.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401036_20250323_233006
03/24/2025,MIN,IND,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,IND,Successful,1,01:20.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401037_20250324_193354
03/24/2025,DAL,BKN,Challenge OOB,Away Team Ball,Stands,Away Team Ball,BKN,Unsuccessful,1,05:18.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401040_20250324_195305
03/24/2025,TOR,WAS,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,TOR,Successful,2,00:04.2,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401039_20250324_201042
03/24/2025,LAL,ORL,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,ORL,Successful,3,03:06.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401038_20250324_204553
03/24/2025,PHI,NOP,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,PHI,Successful,2,01:31.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401041_20250324_205937
03/24/2025,CHI,DEN,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,CHI,Successful,3,07:50.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401042_20250324_223328
03/24/2025,MIL,PHX,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,MIL,Successful,2,06:45.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401043_20250324_225226
03/24/2025,BOS,SAC,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,BOS,Successful,2,03:32.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401044_20250324_225504
03/24/2025,MIL,PHX,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,PHX,Successful,4,08:37.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401043_20250325_000225
03/24/2025,BOS,SAC,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,BOS,Successful,4,04:43.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401044_20250325_001224
03/24/2025,MIL,PHX,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,MIL,Successful,4,02:17.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401043_20250325_002007
03/25/2025,GSW,MIA,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,GSW,Successful,2,01:35.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401047_20250325_203250
03/25/2025,GSW,MIA,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,MIA,Unsuccessful,2,00:52.5,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401047_20250325_203613
03/25/2025,ATL,HOU,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),ATL,Successful,2,03:13.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401049_20250325_210057
03/25/2025,ORL,CHA,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,ORL,Unsuccessful,4,07:15.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401045_20250325_210404
03/25/2025,MEM,UTA,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,UTA,Successful,1,04:55.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401050_20250325_212456
03/25/2025,ATL,HOU,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),HOU,Successful,3,09:01.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401049_20250325_213224
03/25/2025,ATL,HOU,Challenge OOB,Away Team Ball,Stands,Away Team Ball,HOU,Unsuccessful,3,08:30.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401049_20250325_213750
03/25/2025,MEM,UTA,Challenge OOB,Home Team Ball,Stands,Home Team Ball,MEM,Unsuccessful,2,07:38.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401050_20250325_214615
03/25/2025,MEM,UTA,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,UTA,Unsuccessful,2,01:55.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401050_20250325_220141
03/25/2025,ATL,HOU,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,ATL,Successful,4,01:28.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401049_20250325_222431
03/25/2025,CLE,POR,Challenge OOB,Jump Ball,Overturned,Away Team Ball,CLE,Successful,2,05:42.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401051_20250325_225023
03/25/2025,OKC,SAC,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,SAC,Successful,3,07:38.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401052_20250325_232757
03/25/2025,OKC,SAC,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,OKC,Unsuccessful,3,03:48.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401052_20250325_233710
03/25/2025,CLE,POR,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,CLE,Successful,4,05:32.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401051_20250326_000257
03/26/2025,WAS,PHI,Challenge of Called Foul,Loose Ball Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),PHI,Successful,3,05:52.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401053_20250326_202343
03/26/2025,TOR,BKN,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,BKN,Successful,4,09:06.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401054_20250326_213104
03/26/2025,BOS,PHX,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,BOS,Successful,1,05:39.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401058_20250326_222715
03/26/2025,BOS,PHX,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,BOS,Successful,3,00:27.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401058_20250326_235624
03/27/2025,LAL,CHI,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,LAL,Successful,1,05:43.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401063_20250327_202220
03/27/2025,LAL,CHI,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,CHI,Successful,1,05:27.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401063_20250327_202604
03/27/2025,SAS,CLE,Challenge of Called Foul,Loose Ball Foul,Overturned,Loose Ball Foul,SAS,Successful,3,05:10.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401059_20250327_203649
03/27/2025,SAS,CLE,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,SAS,Successful,3,01:47.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401059_20250327_204843
03/27/2025,LAL,CHI,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,LAL,Successful,3,06:49.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401063_20250327_213830
03/27/2025,HOU,UTA,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,UTA,Successful,3,01:40.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401065_20250327_224018
03/27/2025,HOU,UTA,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,HOU,Successful,4,10:06.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401065_20250327_225410
03/28/2025,CLE,DET,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,DET,Successful,1,04:06.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401067_20250328_192722
03/28/2025,LAC,BKN,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,BKN,Unsuccessful,1,05:45.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401068_20250328_201547
03/28/2025,PHX,MIN,Challenge OOB,Home Team Ball,Stands,Home Team Ball,PHX,Unsuccessful,1,05:05.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401071_20250328_202339
03/28/2025,GSW,NOP,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,GSW,Successful,1,01:33.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401072_20250328_203245
03/28/2025,CLE,DET,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,DET,Unsuccessful,3,06:05.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401067_20250328_204206
03/28/2025,UTA,DEN,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,UTA,Successful,1,07:06.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401073_20250328_212040
03/28/2025,CHA,TOR,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,CHA,Successful,4,08:40.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401069_20250328_212350
03/28/2025,CHA,TOR,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,TOR,Successful,4,06:28.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401069_20250328_213313
03/28/2025,UTA,DEN,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,DEN,Unsuccessful,2,01:11.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401073_20250328_220204
03/28/2025,PHX,MIN,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,MIN,Unsuccessful,4,03:40.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401071_20250328_220605
03/28/2025,GSW,NOP,Challenge of Called Foul,Loose Ball Foul,Stands,Loose Ball Foul,GSW,Unsuccessful,4,03:15.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401072_20250328_222123
03/28/2025,GSW,NOP,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,NOP,Successful,4,00:47.4,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401072_20250328_222912
03/28/2025,UTA,DEN,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,UTA,Unsuccessful,4,05:48.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401073_20250328_230853
03/29/2025,BKN,WAS,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,BKN,Unsuccessful,1,09:09.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401075_20250329_191659
03/29/2025,BKN,WAS,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,WAS,Successful,2,02:48.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401075_20250329_200238
03/29/2025,MIA,PHI,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,PHI,Successful,2,08:42.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401076_20250329_201541
03/29/2025,LAL,MEM,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,MEM,Unsuccessful,1,02:16.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401078_20250329_202921
03/29/2025,DAL,CHI,Challenge OOB,Home Team Ball,Stands,Home Team Ball,DAL,Unsuccessful,1,02:17.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401077_20250329_203211
03/29/2025,BOS,SAS,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,BOS,Successful,2,08:23.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401080_20250329_204314
03/29/2025,IND,OKC,Challenge Goaltending/BI,Goaltending,Stands,Goaltending,IND,Unsuccessful,2,06:54.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401079_20250329_205308
03/29/2025,LAL,MEM,Challenge of Called Foul,Offensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),LAL,Successful,3,00:18.2,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401078_20250329_214645
03/29/2025,BOS,SAS,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Retains Possession,SAS,Successful,4,02:28.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401080_20250329_221353
03/30/2025,LAC,CLE,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,LAC,Successful,3,03:25.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401081_20250330_171330
03/30/2025,LAC,CLE,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,LAC,Unsuccessful,4,01:42.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401081_20250330_174255
03/30/2025,POR,NYK,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,NYK,Successful,2,01:28.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401082_20250330_190212
03/30/2025,DET,MIN,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,DET,Successful,1,03:27.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401084_20250330_193049
03/30/2025,POR,NYK,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,NYK,Successful,3,01:39.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401082_20250330_194047
03/30/2025,POR,NYK,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,POR,Successful,4,07:03.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401082_20250330_200005
03/30/2025,ATL,MIL,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,MIL,Unsuccessful,2,03:25.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401083_20250330_200350
03/30/2025,DET,MIN,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,MIN,Successful,2,01:36.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401084_20250330_202530
03/30/2025,ATL,MIL,Challenge of Called Foul,Defensive Foul,Overturned,Defensive Foul,ATL,Successful,3,09:41.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401083_20250330_203417
03/30/2025,DET,MIN,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,MIN,Unsuccessful,4,09:48.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401084_20250330_212526
03/30/2025,HOU,PHX,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,HOU,Successful,2,05:12.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401088_20250330_215154
03/31/2025,MIA,WAS,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,MIA,Successful,1,05:55.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401092_20250331_192244
03/31/2025,MIA,WAS,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,WAS,Unsuccessful,1,03:06.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401092_20250331_192940
03/31/2025,BOS,MEM,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,BOS,Successful,2,03:04.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401093_20250331_202913
03/31/2025,UTA,CHA,Challenge OOB,Home Team Ball,Stands,Home Team Ball,UTA,Unsuccessful,3,02:17.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401089_20250331_203628
03/31/2025,CHI,OKC,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,OKC,Successful,2,04:56.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401094_20250331_205313
03/31/2025,SAC,IND,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,IND,Successful,4,04:54.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401090_20250331_205908
03/31/2025,UTA,CHA,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,CHA,Successful,4,05:00.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401089_20250331_205855
03/31/2025,BKN,DAL,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,BKN,Successful,3,06:07.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401095_20250331_220545
03/31/2025,HOU,LAL,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,HOU,Successful,1,08:00.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401096_20250331_221115
03/31/2025,HOU,LAL,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,LAL,Successful,3,06:18.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401096_20250331_232648
03/31/2025,HOU,LAL,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,HOU,Successful,4,06:22.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401096_20250401_000155
04/01/2025,PHI,NYK,Challenge of Called Foul,Defensive Foul,Overturned,Defensive Foul,NYK,Successful,1,06:09.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401098_20250401_195634
04/01/2025,POR,ATL,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,ATL,Unsuccessful,1,00:46.1,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401097_20250401_200439
04/01/2025,ORL,SAS,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,SAS,Successful,1,05:26.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400988_20250401_202239
04/01/2025,POR,ATL,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Retains Possession,POR,Successful,2,05:14.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401097_20250401_203046
04/01/2025,GSW,MEM,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,GSW,Successful,3,09:41.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401100_20250401_212927
